Genres,Release_year,Runtime,Language,Adult,Vote_average
"['Drama', 'Romance']",2007.0,112,zh,0,6.541
['Horror'],2001.0,100,en,0,2.3
"['Drama', 'Horror', 'Thriller']",2026.0,98,en,0,5.7
"['Action', 'Adventure', 'Science Fiction']",2007.0,139,en,0,6.451
"['Drama', 'Romance']",2024.0,117,es,0,7.121
"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",2022.0,103,en,0,8.204
['Drama'],1997.0,127,en,0,8.2
"['Comedy', 'Drama', 'Romance']",2026.0,116,en,0,7.029
"['Horror', 'Science Fiction', 'Thriller']",2025.0,97,en,0,7.012
"['Comedy', 'Horror']",2025.0,99,th,0,3.8
"['Drama', 'Romance']",2024.0,114,es,0,6.131
"['Crime', 'Horror', 'Thriller']",2023.0,123,en,0,7.0
"['Adventure', 'Animation', 'Family', 'Fantasy']",2010.0,98,en,0,7.855
"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",2024.0,94,en,0,7.004
['Drama'],2013.0,100,en,0,6.116
"['Action', 'Comedy', 'Science Fiction']",2024.0,87,en,0,6.4
"['Action', 'Thriller']",2008.0,94,en,0,7.4
['Drama'],2019.0,132,tr,0,8.252
"['Drama', 'Romance']",2016.0,110,en,0,7.92
"['Action', 'Thriller']",2021.0,91,en,0,7.888
"['Action', 'Adventure', 'Drama']",2025.0,94,en,0,7.032
"['Action', 'Drama', 'Science Fiction']",2011.0,127,en,0,7.065
"['Action', 'Adventure', 'Fantasy']",2011.0,115,en,0,6.768
"['Action', 'Adventure', 'Science Fiction', 'Thriller']",2015.0,124,en,0,6.698
['Drama'],2025.0,133,it,0,7.5
"['Horror', 'Mystery']",2006.0,125,en,0,6.619
"['Family', 'Fantasy']",2025.0,109,en,0,4.322
['Science Fiction'],2025.0,65,en,0,5.107
"['Action', 'Comedy', 'Thriller']",2022.0,126,en,0,7.413
"['Action', 'Adventure', 'Science Fiction']",2015.0,117,en,0,7.065
"['Crime', 'Drama', 'Thriller']",2025.0,105,en,0,7.737
"['Adventure', 'Animation', 'Family']",2024.0,118,en,0,7.314
"['Action', 'Adventure', 'Comedy']",2021.0,132,en,0,7.468
"['Horror', 'Thriller']",2024.0,111,en,0,6.976
"['Comedy', 'Drama']",2006.0,109,en,0,7.39
"['Action', 'Adventure', 'Thriller']",2023.0,164,en,0,7.507
"['Animation', 'Comedy', 'Family', 'Fantasy', 'Romance']",2004.0,92,en,0,7.307
"['Comedy', 'Drama', 'Romance']",2016.0,129,en,0,7.9
"['Action', 'Adventure', 'Science Fiction']",2024.0,149,en,0,7.5
['Horror'],2005.0,90,en,0,6.12
"['Adventure', 'Drama', 'Western']",2015.0,157,en,0,7.538
"['Crime', 'Thriller', 'Western']",2007.0,122,en,0,7.946
"['Crime', 'Drama', 'Mystery', 'Thriller']",2025.0,104,fr,0,7.181
"['Drama', 'Thriller']",2025.0,98,en,0,6.86
"['Action', 'Adventure', 'Animation', 'Fantasy']",2024.0,116,ja,0,7.075
['Documentary'],2003.0,40,en,0,0.0
"['Horror', 'Thriller']",2013.0,112,en,0,7.539
"['Comedy', 'Crime', 'Fantasy', 'Romance']",1994.0,101,en,0,6.975
"['Horror', 'Mystery', 'Thriller']",2017.0,104,en,0,7.622
['Comedy'],1934.0,20,en,0,1.0
"['Action', 'Adventure', 'Science Fiction']",2013.0,131,en,0,6.916
"['Action', 'Adventure', 'Drama', 'History', 'War']",2005.0,144,en,0,7.0
"['Drama', 'Science Fiction', 'Thriller']",1982.0,118,en,0,7.9
"['Romance', 'Thriller']",2024.0,115,en,0,5.688
"['Action', 'Crime', 'Thriller']",2025.0,120,en,0,7.0
"['Adventure', 'Mystery', 'Science Fiction']",1968.0,149,en,0,8.057
"['Action', 'Adventure', 'Comedy', 'Science Fiction']",2017.0,131,en,0,7.581
"['Action', 'Adventure', 'Science Fiction']",1997.0,126,fr,0,7.6
"['Animation', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Music']",2020.0,101,en,0,8.097
"['Comedy', 'Drama', 'Romance']",2024.0,139,en,0,7.057
[],2011.0,12,en,0,0.0
"['Crime', 'Drama', 'Thriller']",2014.0,118,en,0,7.709
"['Action', 'Adventure', 'Science Fiction']",2018.0,140,en,0,7.584
['Drama'],1989.0,129,en,0,8.301
"['Action', 'Adventure', 'Science Fiction']",2022.0,140,en,0,7.721
"['Comedy', 'Romance']",2026.0,96,en,0,5.5
"['Crime', 'TV Movie', 'Thriller']",2021.0,88,en,0,7.588
"['Adventure', 'Animation', 'Fantasy']",2019.0,110,zh,0,7.9
"['Action', 'Fantasy', 'Western']",2025.0,102,en,0,6.384
"['Comedy', 'Romance']",2023.0,103,en,0,6.806
"['Crime', 'Drama']",2002.0,141,en,0,7.977
"['Action', 'Adventure', 'Fantasy']",2022.0,126,en,0,7.228
"['Action', 'Thriller']",2024.0,121,en,0,6.932
"['Adventure', 'Animation', 'Comedy', 'Family']",2011.0,106,en,0,6.172
['Crime'],2025.0,125,en,0,6.607
"['Drama', 'Mystery', 'War']",2010.0,131,fr,0,8.106
"['Action', 'History', 'War']",2004.0,163,en,0,7.168
"['Comedy', 'Romance']",2011.0,117,en,0,6.702
"['Action', 'Comedy', 'Fantasy']",2024.0,124,en,0,6.999
"['Action', 'Adventure', 'Fantasy']",2025.0,111,en,0,5.737
"['Comedy', 'Romance', 'TV Movie']",2023.0,84,en,0,4.923
"['Action', 'Adventure', 'Science Fiction']",2022.0,162,en,0,7.012
"['Drama', 'Family', 'Fantasy', 'Romance']",2015.0,105,en,0,6.823
"['Drama', 'Mystery', 'Science Fiction']",2006.0,130,en,0,8.205
"['Action', 'Adventure', 'Animation', 'Family']",2004.0,115,en,0,7.72
"['Action', 'Adventure', 'Science Fiction']",2014.0,141,en,0,6.526
"['Drama', 'Romance', 'Science Fiction']",2004.0,108,en,0,8.091
"['Action', 'Adventure', 'Science Fiction']",2009.0,158,en,0,5.868
"['Action', 'Adventure', 'Comedy']",2019.0,137,en,0,6.836
"['Action', 'Crime', 'Thriller']",2015.0,122,en,0,7.416
"['Action', 'Thriller', 'War']",2022.0,91,fi,0,7.41
"['Action', 'Adventure', 'Science Fiction']",2023.0,127,en,0,7.187
"['Action', 'Fantasy', 'Horror']",2005.0,121,en,0,7.121
"['Action', 'Crime', 'Thriller']",2017.0,122,en,0,7.336
['Comedy'],2010.0,102,en,0,6.395
"['Action', 'Drama', 'History']",2023.0,127,da,0,7.687
"['Comedy', 'Drama']",2014.0,100,en,0,8.031
"['Crime', 'Drama', 'Thriller']",2006.0,151,en,0,8.159
"['Action', 'Adventure', 'Science Fiction']",2015.0,136,en,0,7.2
"['Animation', 'Comedy', 'Romance']",2007.0,24,ja,0,0.0
"['Action', 'Animation', 'Comedy', 'Family', 'Science Fiction']",2010.0,95,en,0,7.256
['Drama'],2024.0,113,tl,0,6.0
"['Action', 'Drama', 'Thriller']",2007.0,124,en,0,7.12
"['Action', 'Crime', 'Thriller']",2025.0,89,es,0,6.229
['Drama'],1999.0,122,en,0,8.002
['Thriller'],2022.0,107,en,0,7.111
['Drama'],2006.0,117,en,0,7.886
"['Adventure', 'Comedy', 'Crime']",2021.0,134,en,0,8.0
"['Action', 'Adventure', 'Thriller']",2006.0,144,en,0,7.569
"['Drama', 'Romance']",2018.0,105,en,0,6.678
"['Horror', 'Science Fiction', 'Thriller']",2007.0,99,en,0,6.605
"['Horror', 'Romance']",2025.0,102,en,0,6.991
"['Action', 'Adventure', 'Family', 'Fantasy', 'Romance']",2014.0,97,en,0,7.087
"['Adventure', 'Drama']",2000.0,143,en,0,7.66
"['Action', 'Science Fiction', 'Thriller']",2022.0,100,en,0,7.666
"['Animation', 'Family', 'Fantasy', 'Romance']",1991.0,84,en,0,7.724
"['Action', 'Thriller']",2025.0,82,en,0,6.195
[],1984.0,120,es,0,5.5
"['Comedy', 'Crime']",2004.0,109,en,0,6.934
"['Drama', 'Romance']",2024.0,99,nl,0,8.393
"['Action', 'Comedy', 'Thriller']",2025.0,117,en,0,6.846
"['Action', 'Adventure', 'Fantasy']",2013.0,161,en,0,7.574
"['Horror', 'Mystery', 'Thriller']",1960.0,109,en,0,8.417
['Western'],1943.0,58,en,0,6.0
"['Comedy', 'Romance']",2025.0,100,en,0,7.041
['Comedy'],2000.0,88,en,0,6.381
"['Drama', 'History', 'War']",1998.0,169,en,0,8.2
['Romance'],2020.0,69,ko,0,4.429
"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",2007.0,93,en,0,6.304
"['Action', 'Horror', 'Science Fiction', 'Thriller']",2013.0,116,en,0,6.823
"['Comedy', 'Drama']",2004.0,97,en,0,7.222
"['Action', 'Thriller']",2025.0,123,en,0,6.954
"['Comedy', 'Drama', 'Romance']",2011.0,118,en,0,7.269
"['Crime', 'Drama', 'Thriller']",1995.0,106,en,0,8.169
"['Action', 'Comedy']",2025.0,107,es,0,7.5
"['Action', 'Animation', 'Science Fiction', 'Thriller']",2025.0,85,en,0,7.821
"['Animation', 'Family', 'Fantasy', 'Horror']",2025.0,104,es,0,8.295
"['Action', 'Adventure', 'Fantasy']",2021.0,242,en,0,8.096
['Thriller'],2021.0,117,en,0,6.511
"['Action', 'Drama', 'Romance']",1986.0,110,en,0,7.059
"['Action', 'Comedy', 'Fantasy']",2022.0,119,en,0,6.377
"['Crime', 'Drama', 'Thriller']",2013.0,153,en,0,8.102
"['Comedy', 'Drama']",2025.0,121,en,0,6.778
"['Action', 'Adventure', 'Comedy']",2018.0,120,en,0,7.489
"['Action', 'Animation', 'Family']",2008.0,25,en,0,6.784
"['Adventure', 'Science Fiction', 'Thriller']",2014.0,123,en,0,6.817
"['Drama', 'Music', 'Thriller']",2025.0,115,es,0,6.799
"['Crime', 'Thriller']",2016.0,129,en,0,6.829
['Comedy'],2015.0,121,en,0,7.227
"['Adventure', 'Animation', 'Family', 'Science Fiction']",2024.0,104,en,0,7.994
"['Crime', 'Thriller']",2013.0,116,en,0,7.332
"['Action', 'Adventure', 'Fantasy']",2023.0,124,en,0,6.5
"['Comedy', 'Romance']",1990.0,120,en,0,7.455
"['Family', 'Fantasy', 'Romance']",2017.0,129,en,0,6.968
"['Action', 'Thriller']",2025.0,98,en,0,6.454
"['Action', 'Adventure', 'Science Fiction', 'Thriller']",2018.0,129,en,0,6.532
['Drama'],2015.0,91,ko,0,7.0
"['Horror', 'Mystery']",2026.0,100,en,0,6.286
"['Adventure', 'Animation', 'Comedy', 'Family']",2011.0,96,en,0,6.758
"['Action', 'Adventure', 'Science Fiction']",2008.0,114,en,0,6.231
"['Drama', 'Romance']",2005.0,128,en,0,8.052
"['Comedy', 'Science Fiction']",2011.0,82,zh,0,5.6
"['Action', 'Thriller']",2014.0,101,en,0,7.454
"['Action', 'Comedy', 'Romance']",2024.0,127,en,0,6.958
"['Horror', 'Thriller']",2024.0,109,en,0,6.677
"['Animation', 'Family', 'Fantasy']",2025.0,89,en,0,5.87
"['Animation', 'Comedy', 'Family', 'Fantasy', 'Romance']",2023.0,102,en,0,7.582
"['Adventure', 'Family', 'Fantasy', 'Science Fiction']",1982.0,115,en,0,7.511
"['Comedy', 'Romance']",2026.0,95,en,0,6.2
"['Drama', 'History']",2010.0,120,de,0,6.0
['Action'],2005.0,72,ja,0,5.0
['Romance'],2016.0,78,ko,0,4.5
"['Comedy', 'Drama', 'Romance']",2022.0,112,es,0,7.349
"['Action', 'Adventure', 'Fantasy']",2021.0,132,en,0,7.496
"['Action', 'Adventure', 'Science Fiction']",2017.0,120,en,0,6.1
"['Action', 'Adventure', 'Fantasy']",2017.0,129,en,0,6.653
"['Crime', 'Drama', 'Thriller']",2017.0,121,en,0,6.952
"['Adventure', 'Comedy', 'Fantasy']",2023.0,134,en,0,7.329
"['Adventure', 'Comedy', 'Family', 'Fantasy']",2005.0,115,en,0,7.039
"['Adventure', 'Family', 'Fantasy']",2010.0,108,en,0,6.637
"['Action', 'Adventure', 'Fantasy']",2018.0,143,en,0,6.868
"['Action', 'Adventure', 'Science Fiction']",2021.0,156,en,0,6.8
"['Drama', 'Romance', 'Western']",2022.0,134,en,0,7.862
"['Horror', 'Thriller']",2025.0,98,en,0,6.1
"['Drama', 'Romance']",1992.0,105,en,0,6.628
"['Adventure', 'Science Fiction']",2025.0,99,fr,0,5.908
"['Crime', 'Horror', 'Thriller']",2024.0,105,en,0,6.237
['Drama'],2024.0,98,tl,0,5.3
"['Action', 'Crime', 'Thriller']",2024.0,106,zh,0,7.454
"['Adventure', 'Animation', 'Comedy', 'Family']",2006.0,117,en,0,7.021
"['Drama', 'Fantasy', 'Romance']",1987.0,90,zh,0,5.2
"['Mystery', 'Thriller']",2024.0,102,en,0,6.671
"['Crime', 'Drama', 'Thriller']",2016.0,128,en,0,7.133
['Drama'],2025.0,113,en,0,6.4
"['Adventure', 'Family', 'Fantasy']",1939.0,102,en,0,7.587
"['Comedy', 'Drama', 'History']",2018.0,130,en,0,8.222
"['Action', 'Crime', 'Drama', 'Thriller']",2011.0,108,en,0,6.639
"['Action', 'Comedy', 'Crime']",2025.0,94,en,0,6.419
"['Comedy', 'Drama', 'Romance']",1999.0,97,en,0,7.589
['Drama'],2004.0,127,en,0,7.52
"['Action', 'Adventure', 'War']",2007.0,116,en,0,7.192
"['Adventure', 'Animation', 'Comedy', 'Family']",2005.0,86,en,0,6.921
"['Drama', 'Romance']",2017.0,132,en,0,8.096
"['Comedy', 'Family', 'Fantasy']",1996.0,98,en,0,7.17
"['Comedy', 'Horror']",2025.0,97,en,0,6.01
"['Comedy', 'Drama', 'Romance']",1995.0,92,en,0,5.619
['Drama'],2025.0,120,tr,0,6.3
"['Horror', 'Thriller']",2025.0,97,ko,0,6.5
"['Crime', 'Horror', 'Mystery']",2026.0,92,en,0,3.7
"['Comedy', 'Romance', 'Science Fiction']",2023.0,141,en,0,7.655
"['Drama', 'Horror', 'Mystery']",2019.0,147,en,0,7.152
"['Animation', 'Comedy', 'Family', 'Fantasy']",2022.0,100,en,0,7.32
"['Drama', 'History']",1957.0,340,ru,0,6.2
"['Action', 'Comedy']",2025.0,100,en,0,7.043
['Drama'],2019.0,127,da,0,6.902
"['Action', 'Crime']",2026.0,110,zh,0,0.0
"['Animation', 'Fantasy', 'Romance']",2005.0,77,en,0,7.585
"['Action', 'Crime', 'Thriller']",2024.0,145,ml,0,6.5
"['Horror', 'Mystery']",2011.0,111,en,0,6.473
"['Action', 'Adventure', 'Science Fiction']",2013.0,143,en,0,6.639
"['Adventure', 'Fantasy']",2016.0,133,en,0,7.3
"['Drama', 'Romance']",2025.0,38,mn,0,6.818
"['Drama', 'Thriller']",2024.0,106,tl,0,4.067
"['Drama', 'Horror', 'Science Fiction']",2018.0,91,en,0,7.393
"['Comedy', 'Family', 'Fantasy']",2023.0,117,en,0,7.041
"['Action', 'Adventure', 'Fantasy']",2001.0,130,en,0,6.393
"['Comedy', 'Crime']",2000.0,103,en,0,7.816
"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",2019.0,103,en,0,7.235
"['Drama', 'Mystery', 'Thriller']",1999.0,107,en,0,7.948
"['Horror', 'Science Fiction']",1973.0,99,en,0,5.156
"['Drama', 'Fantasy', 'Horror']",1992.0,94,zh,0,5.5
"['Action', 'Animation', 'Fantasy']",2020.0,117,ja,0,8.203
"['Action', 'Science Fiction']",2014.0,114,en,0,7.634
"['Drama', 'History']",2025.0,123,en,0,6.461
"['Action', 'Adventure', 'Horror']",2004.0,132,en,0,6.392
['Thriller'],2022.0,112,tl,0,5.7
['Music'],2026.0,63,en,0,7.5
"['Drama', 'War']",2025.0,122,zh,0,4.762
"['Horror', 'Thriller']",2022.0,103,en,0,7.536
"['Crime', 'Science Fiction']",1971.0,137,en,0,8.18
"['Action', 'Crime', 'Thriller']",2023.0,109,en,0,7.291
"['Comedy', 'Drama']",2026.0,126,zh,0,7.0
"['Adventure', 'Animation', 'Drama', 'Family']",2019.0,118,en,0,7.097
"['Horror', 'Mystery']",2025.0,83,es,0,6.3
"['Action', 'Adventure', 'Science Fiction']",2014.0,121,en,0,7.905
"['Drama', 'Fantasy', 'War']",2006.0,118,es,0,7.757
"['Drama', 'Romance']",2015.0,101,ko,0,5.7
"['Action', 'Thriller', 'War']",2025.0,86,en,0,6.757
"['Comedy', 'Romance']",1978.0,110,en,0,7.374
"['Horror', 'Thriller']",2025.0,94,en,0,6.2
"['Crime', 'Drama', 'Mystery', 'Thriller']",2024.0,112,en,0,6.981
"['Animation', 'Family', 'Fantasy', 'Romance']",2009.0,98,en,0,7.215
"['Adventure', 'Comedy', 'Mystery']",2002.0,87,en,0,6.099
"['Action', 'Adventure', 'Thriller']",2025.0,110,en,0,6.235
['Comedy'],2007.0,102,en,0,5.673
"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",2016.0,144,en,0,6.519
"['Action', 'Mystery', 'Science Fiction', 'Thriller']",2022.0,137,ko,0,7.363
"['Action', 'Adventure']",1984.0,118,en,0,7.304
"['Action', 'Adventure', 'Science Fiction']",2021.0,97,en,0,6.752
"['Animation', 'Family', 'Fantasy', 'Romance']",1950.0,74,en,0,7.045
"['Comedy', 'Drama']",1997.0,116,it,0,8.44
"['Animation', 'Family', 'Fantasy']",1988.0,86,ja,0,8.062
"['Action', 'Crime', 'Drama']",2026.0,120,zh,0,0.0
"['Action', 'Science Fiction', 'Thriller']",2026.0,107,en,0,0.0
['Western'],2024.0,84,it,0,5.958
"['Action', 'Adventure', 'Science Fiction']",2021.0,138,en,0,7.478
['Horror'],2025.0,94,en,0,5.561
['Drama'],2025.0,125,en,0,6.1
"['Crime', 'Drama', 'Thriller']",2000.0,102,en,0,7.4
['Drama'],1909.0,16,en,0,4.2
"['Action', 'Adventure', 'Fantasy']",2018.0,118,en,0,6.369
"['Drama', 'Mystery', 'Western']",2015.0,188,en,0,7.8
"['Action', 'Drama', 'Science Fiction']",2013.0,127,ko,0,6.908
['Horror'],1973.0,122,en,0,7.74
"['Action', 'Adventure', 'Comedy', 'Science Fiction']",1997.0,98,en,0,7.216
"['Horror', 'Mystery']",1997.0,120,en,0,6.509
"['Action', 'Adventure', 'Science Fiction']",2014.0,165,en,0,5.957
"['Horror', 'Thriller']",2017.0,117,en,0,7.342
"['Drama', 'Thriller']",2023.0,105,tl,0,4.429
"['Action', 'Crime', 'Thriller']",2025.0,113,ko,0,6.232
"['Action', 'Adventure', 'Science Fiction']",2014.0,132,en,0,7.529
"['Action', 'Crime', 'Thriller']",2004.0,136,en,0,7.9
"['Horror', 'Thriller']",2024.0,125,en,0,6.793
"['Action', 'Adventure', 'Science Fiction']",2019.0,122,en,0,7.244
"['Comedy', 'Romance']",1999.0,95,en,0,6.601
"['Action', 'Adventure', 'Thriller']",2021.0,163,en,0,7.347
"['Adventure', 'Animation', 'Family', 'Fantasy']",1997.0,94,en,0,7.607
"['Comedy', 'Crime']",2015.0,24,zh,0,5.0
"['Comedy', 'Drama']",2008.0,112,hi,0,0.0
"['Horror', 'Mystery', 'Thriller']",2025.0,95,ko,0,6.679
"['Action', 'Drama', 'War']",2024.0,109,en,0,6.845
['Drama'],2017.0,105,en,0,7.866
['Drama'],2021.0,23,nl,0,8.5
"['Adventure', 'Comedy', 'Science Fiction']",2021.0,115,en,0,7.456
"['Action', 'Drama', 'War']",2017.0,107,en,0,7.449
"['Comedy', 'Family', 'Music', 'TV Movie']",2026.0,32,en,0,7.143
"['Action', 'Adventure', 'Fantasy']",2024.0,107,en,0,6.991
"['Crime', 'Drama', 'Thriller']",1990.0,162,en,0,7.419
"['Horror', 'Thriller']",1963.0,119,en,0,7.515
"['Action', 'Comedy', 'Romance']",2023.0,117,en,0,6.898
"['Drama', 'Horror', 'Mystery']",1997.0,144,en,0,7.466
"['Action', 'Science Fiction', 'Thriller']",2017.0,109,en,0,6.111
"['Adventure', 'Animation', 'Drama', 'Family', 'Romance']",1999.0,88,en,0,7.395
"['Animation', 'Comedy', 'Fantasy']",2025.0,104,ja,0,8.1
"['Drama', 'War']",2002.0,150,en,0,8.375
"['Action', 'Adventure', 'Thriller']",2012.0,143,en,0,7.257
"['Horror', 'Mystery', 'Thriller']",2018.0,128,en,0,7.292
"['Action', 'Adventure', 'Comedy', 'War']",2008.0,107,en,0,6.702
"['Comedy', 'Horror', 'Thriller']",2022.0,107,en,0,7.168
"['Adventure', 'Animation', 'Comedy', 'Fantasy']",2022.0,105,en,0,7.74
"['Adventure', 'Animation', 'Comedy', 'Family']",2023.0,83,en,0,7.353
['Comedy'],2025.0,115,en,0,6.544
"['Action', 'Crime', 'Thriller']",2015.0,139,en,0,7.219
"['Comedy', 'Fantasy', 'Romance']",1993.0,101,en,0,7.624
"['Action', 'Comedy', 'Drama']",1997.0,165,ta,0,7.3
"['Action', 'Adventure', 'Fantasy']",2017.0,118,en,0,6.6
"['Drama', 'Romance']",1997.0,137,en,0,7.103
"['Action', 'Crime']",2017.0,113,en,0,7.442
"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",2004.0,87,en,0,7.07
"['Adventure', 'Animation', 'Comedy', 'Family']",2007.0,91,en,0,6.028
"['Animation', 'Drama', 'Romance']",2016.0,129,ja,0,8.4
"['Action', 'Drama', 'Science Fiction', 'Thriller']",2014.0,130,en,0,7.336
"['Action', 'Adventure', 'Fantasy']",2013.0,112,en,0,6.51
"['Action', 'Crime']",2010.0,118,en,0,7.1
"['Comedy', 'Fantasy', 'Horror']",2024.0,105,en,0,6.944
"['Action', 'Science Fiction', 'Thriller']",2006.0,132,en,0,7.898
"['Action', 'Adventure', 'Thriller']",2023.0,103,en,0,6.08
"['Action', 'Adventure', 'Comedy', 'Science Fiction']",2014.0,101,en,0,5.925
"['Action', 'Drama', 'History']",2019.0,153,en,0,8.005
"['Crime', 'Drama', 'Thriller']",2024.0,138,en,0,5.397
"['Animation', 'Family', 'Fantasy']",1993.0,76,en,0,7.831
"['Action', 'Science Fiction', 'Thriller']",2018.0,107,en,0,5.63
"['Adventure', 'Science Fiction', 'Thriller']",2005.0,117,en,0,6.531
"['Action', 'Drama', 'History', 'War']",1995.0,178,en,0,7.941
"['Action', 'Science Fiction']",2004.0,115,en,0,6.96
"['Crime', 'Thriller']",2001.0,116,en,0,7.455
"['Action', 'Comedy', 'Science Fiction']",2025.0,105,en,0,6.471
"['Comedy', 'Drama', 'Romance']",2025.0,102,ko,0,8.52
"['Action', 'Adventure']",2023.0,155,en,0,6.513
"['Animation', 'Family', 'Fantasy']",1989.0,83,en,0,7.4
"['Drama', 'History']",2025.0,89,ar,0,8.117
"['Drama', 'War']",1987.0,117,en,0,8.121
"['Horror', 'Mystery', 'Science Fiction']",1982.0,109,en,0,8.067
"['Action', 'Comedy', 'Family']",2023.0,118,en,0,7.231
"['Comedy', 'Drama', 'Music']",2026.0,18,en,0,6.9
"['Action', 'Science Fiction', 'Thriller']",2015.0,126,en,0,5.949
"['Action', 'Adventure', 'Science Fiction']",2023.0,125,en,0,6.2
"['Action', 'Adventure', 'Science Fiction']",2019.0,124,en,0,6.785
"['Adventure', 'Fantasy', 'Romance']",2011.0,117,en,0,6.193
"['Drama', 'Thriller']",2024.0,114,tl,0,4.5
"['Documentary', 'Music']",2026.0,98,en,0,8.1
"['Adventure', 'Drama', 'Family']",2007.0,95,en,0,7.305
"['Thriller', 'Western']",2025.0,108,en,0,4.614
"['Action', 'Animation', 'Fantasy']",2021.0,105,ja,0,8.118
"['Crime', 'Drama']",1984.0,229,en,0,8.387
"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",2014.0,102,en,0,7.678
"['Action', 'Adventure', 'Drama']",2022.0,185,te,0,7.723
"['Action', 'Thriller']",2024.0,101,en,0,6.357
"['Drama', 'Horror', 'Thriller']",2010.0,108,en,0,7.686
"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",2010.0,93,en,0,6.4
['Horror'],1984.0,91,en,0,7.342
"['Animation', 'Comedy', 'Family', 'Fantasy']",2012.0,91,en,0,6.963
"['Crime', 'Drama', 'History']",2023.0,206,en,0,7.406
"['Comedy', 'Crime', 'Mystery']",2022.0,140,en,0,7.034
"['Action', 'Adventure', 'Thriller']",1996.0,111,en,0,7.019
['Drama'],2007.0,158,en,0,8.077
"['Adventure', 'Animation', 'Comedy', 'Family']",2024.0,101,en,0,7.009
"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy']",2006.0,108,en,0,6.596
"['Horror', 'Thriller']",2015.0,83,en,0,6.893
"['Crime', 'Thriller']",1992.0,99,en,0,8.117
['Drama'],2015.0,133,en,0,7.402
"['Documentary', 'TV Movie']",2001.0,50,ja,0,0.0
"['Action', 'Adventure', 'Science Fiction']",2022.0,125,en,0,6.8
"['Horror', 'Mystery']",2000.0,116,en,0,6.006
"['Action', 'Adventure', 'Science Fiction']",2013.0,146,en,0,7.4
"['Drama', 'Romance']",2026.0,114,en,0,0.0
"['Crime', 'Drama']",2002.0,129,pt,0,8.428
"['Drama', 'Romance']",2019.0,106,en,0,7.111
"['Adventure', 'Drama', 'Fantasy', 'Romance']",2012.0,115,en,0,6.458
"['Action', 'Thriller']",2013.0,100,en,0,6.935
"['Action', 'Thriller']",2014.0,109,en,0,6.26
"['Crime', 'Drama', 'Thriller']",2011.0,100,en,0,7.6
"['Drama', 'Horror']",1976.0,85,es,0,3.857
"['Horror', 'Mystery']",2025.0,96,en,0,5.745
"['Comedy', 'Drama']",2025.0,104,en,0,6.8
"['Action', 'Horror', 'Science Fiction']",2021.0,107,en,0,5.942
"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",2022.0,92,en,0,7.044
"['Mystery', 'Science Fiction', 'Thriller']",1995.0,129,en,0,7.601
"['Comedy', 'Family', 'Fantasy', 'Romance']",2025.0,110,en,0,6.9
"['Drama', 'Science Fiction', 'Thriller']",2007.0,101,en,0,7.21
"['Action', 'Adventure']",2018.0,147,en,0,7.448
"['Action', 'Horror', 'Science Fiction']",2023.0,124,ja,0,7.579
"['Drama', 'Fantasy', 'Romance']",1990.0,105,en,0,7.718
"['Action', 'Comedy', 'Crime']",1998.0,97,en,0,7.061
"['Comedy', 'Fantasy']",1984.0,107,en,0,7.496
"['Adventure', 'Drama', 'Romance']",1955.0,78,en,0,6.2
"['Action', 'Adventure', 'Thriller']",2018.0,121,en,0,6.899
"['Action', 'Adventure', 'Thriller']",2010.0,103,en,0,6.249
"['Animation', 'Comedy', 'Family']",2011.0,91,en,0,7.059
['Drama'],2018.0,100,nl,0,5.414
"['Action', 'Adventure', 'Animation', 'Family']",2018.0,118,en,0,7.453
"['Action', 'Adventure', 'Science Fiction']",1996.0,145,en,0,6.899
"['Drama', 'Romance']",2014.0,94,ko,0,5.0
"['Family', 'Fantasy']",2024.0,103,de,0,6.333
"['Action', 'Comedy']",2025.0,105,en,0,5.617
"['Action', 'Science Fiction', 'Thriller']",2011.0,109,en,0,6.97
"['Animation', 'Comedy', 'Drama', 'Family', 'Fantasy']",2021.0,95,en,0,7.786
"['Action', 'Adventure', 'Drama']",2024.0,178,fr,0,7.925
['Drama'],1982.0,66,ja,0,4.9
"['Action', 'Crime', 'Thriller']",1997.0,116,en,0,6.764
"['Drama', 'Science Fiction', 'War']",2017.0,140,en,0,7.216
"['Horror', 'Mystery']",2025.0,91,en,0,5.8
"['Action', 'Comedy', 'Family', 'Science Fiction']",2020.0,99,en,0,7.29
